"Index" "GOOG.Adjusted"
2016-03-29 744.77002
2016-03-30 750.530029
2016-03-31 744.950012
2016-04-01 749.909973
2016-04-04 745.289978
2016-04-05 737.799988
2016-04-06 745.690002
2016-04-07 740.280029
2016-04-08 739.150024
2016-04-11 736.099976
2016-04-12 743.090027
2016-04-13 751.719971
2016-04-14 753.200012
2016-04-15 759
2016-04-18 766.609985
2016-04-19 753.929993
2016-04-20 752.669983
2016-04-21 759.140015
2016-04-22 718.77002
2016-04-25 723.150024
2016-04-26 708.140015
2016-04-27 705.840027
2016-04-28 691.02002
2016-04-29 693.01001
2016-05-02 698.210022
2016-05-03 692.359985
2016-05-04 695.700012
2016-05-05 701.429993
2016-05-06 711.119995
2016-05-09 712.900024
2016-05-10 723.179993
2016-05-11 715.289978
2016-05-12 713.309998
2016-05-13 710.830017
2016-05-16 716.48999
2016-05-17 706.22998
2016-05-18 706.630005
2016-05-19 700.320007
2016-05-20 709.73999
2016-05-23 704.23999
2016-05-24 720.090027
2016-05-25 725.27002
2016-05-26 724.119995
2016-05-27 732.659973
2016-05-31 735.719971
2016-06-01 734.150024
2016-06-02 730.400024
2016-06-03 722.340027
2016-06-06 716.549988
2016-06-07 716.650024
2016-06-08 728.280029
2016-06-09 728.580017
2016-06-10 719.409973
2016-06-13 718.359985
2016-06-14 718.27002
2016-06-15 718.919983
2016-06-16 710.359985
2016-06-17 691.719971
2016-06-20 693.710022
2016-06-21 695.940002
2016-06-22 697.460022
2016-06-23 701.869995
2016-06-24 675.219971
2016-06-27 668.26001
2016-06-28 680.039978
2016-06-29 684.109985
2016-06-30 692.099976
2016-07-01 699.210022
2016-07-05 694.950012
2016-07-06 697.77002
2016-07-07 695.359985
2016-07-08 705.630005
2016-07-11 715.090027
2016-07-12 720.640015
2016-07-13 716.97998
2016-07-14 720.950012
2016-07-15 719.849976
2016-07-18 733.780029
2016-07-19 736.960022
2016-07-20 741.190002
2016-07-21 738.630005
2016-07-22 742.73999
2016-07-25 739.77002
2016-07-26 738.419983
2016-07-27 741.77002
2016-07-28 745.909973
2016-07-29 768.789978
2016-08-01 772.880005
2016-08-02 771.070007
2016-08-03 773.179993
2016-08-04 771.609985
2016-08-05 782.219971
2016-08-08 781.76001
2016-08-09 784.26001
2016-08-10 784.679993
2016-08-11 784.849976
2016-08-12 783.219971
2016-08-15 782.440002
2016-08-16 777.140015
2016-08-17 779.909973
2016-08-18 777.5
2016-08-19 775.419983
2016-08-22 772.150024
2016-08-23 772.080017
2016-08-24 769.640015
2016-08-25 769.409973
2016-08-26 769.539978
2016-08-29 772.150024
2016-08-30 769.090027
2016-08-31 767.049988
2016-09-01 768.780029
2016-09-02 771.460022
2016-09-06 780.080017
2016-09-07 780.349976
2016-09-08 775.320007
2016-09-09 759.659973
2016-09-12 769.02002
2016-09-13 759.690002
2016-09-14 762.48999
2016-09-15 771.76001
2016-09-16 768.880005
2016-09-19 765.700012
2016-09-20 771.409973
2016-09-21 776.219971
2016-09-22 787.210022
2016-09-23 786.900024
2016-09-26 774.210022
2016-09-27 783.01001
2016-09-28 781.559998
2016-09-29 775.01001
2016-09-30 777.289978
2016-10-03 772.559998
2016-10-04 776.429993
2016-10-05 776.469971
2016-10-06 776.859985
2016-10-07 775.080017
2016-10-10 785.940002
2016-10-11 783.070007
2016-10-12 786.140015
2016-10-13 778.190002
2016-10-14 778.530029
2016-10-17 779.960022
2016-10-18 795.26001
2016-10-19 801.5
2016-10-20 796.969971
2016-10-21 799.369995
2016-10-24 813.109985
2016-10-25 807.669983
2016-10-26 799.070007
2016-10-27 795.349976
2016-10-28 795.369995
2016-10-31 784.539978
2016-11-01 783.609985
