"Index" "VLKAY.Adjusted"
2007-08-23 34.487551
2007-08-24 34.827751
2007-08-27 34.870275
2007-08-28 34.393997
2007-08-29 35.167946
2007-08-30 34.785227
2007-08-31 35.338046
2007-09-04 35.465621
2007-09-05 35.082898
2007-09-06 35.040374
2007-09-07 34.870275
2007-09-10 35.423097
2007-09-11 35.252998
2007-09-12 35.38057
2007-09-13 35.805817
2007-09-14 36.018441
2007-09-17 35.559176
2007-09-18 36.486216
2007-09-19 36.486216
2007-09-20 36.741363
2007-09-21 37.379234
2007-09-24 37.464282
2007-09-25 37.88953
2007-09-26 38.059629
2007-09-27 38.357301
2007-09-28 38.357301
2007-10-01 38.995172
2007-10-02 38.272253
2007-10-03 38.5274
2007-10-04 38.782548
2007-10-05 40.441013
2007-10-08 40.823736
2007-10-09 41.60619
2007-10-10 42.269577
2007-10-11 44.242724
2007-10-12 43.928042
2007-10-15 43.37522
2007-10-16 41.674231
2007-10-17 42.056954
2007-10-18 42.737349
2007-10-19 43.060538
2007-10-22 43.630367
2007-10-23 41.436093
2007-10-24 42.184526
2007-10-25 42.39715
2007-10-26 44.73601
2007-10-29 46.224375
2007-10-30 46.828229
2007-10-31 49.073534
2007-11-01 47.074869
2007-11-02 47.755268
2007-11-05 46.139327
2007-11-06 46.69215
2007-11-07 45.926703
2007-11-08 45.841655
2007-11-09 44.565913
2007-11-12 43.247644
2007-11-13 43.290172
2007-11-14 42.762863
2007-11-15 42.813893
2007-11-16 42.524725
2007-11-19 40.653637
2007-11-20 40.823736
2007-11-21 40.781212
2007-11-23 40.304934
2007-11-26 39.845666
2007-11-27 39.377895
2007-11-28 40.441013
2007-11-29 40.398489
2007-11-30 41.112904
2007-12-03 40.185865
2007-12-04 39.50547
2007-12-05 39.67557
2007-12-06 40.185865
2007-12-07 38.995172
2007-12-10 38.910124
2007-12-11 38.799558
2007-12-12 39.709587
2007-12-13 38.612452
2007-12-14 37.668402
2007-12-17 37.209135
2007-12-18 37.549334
2007-12-19 37.634382
2007-12-20 38.017105
2007-12-21 39.250323
2007-12-24 39.28434
2007-12-26 39.207795
2007-12-27 38.825075
2007-12-28 39.207795
2007-12-31 38.314777
2008-01-02 38.280756
2008-01-03 38.144677
2008-01-04 37.13259
2008-01-07 37.370727
2008-01-08 36.911463
2008-01-09 37.124086
2008-01-10 37.847005
2008-01-11 37.379234
2008-01-14 38.825075
2008-01-15 38.144677
2008-01-16 38.017105
2008-01-17 37.88953
2008-01-18 37.421758
2008-01-22 37.124086
2008-01-23 37.039035
2008-01-24 38.187205
2008-01-25 39.335371
2008-01-28 40.355965
2008-01-29 39.462946
2008-01-30 38.952648
2008-01-31 38.935637
2008-02-01 38.348797
2008-02-04 37.464282
2008-02-05 36.656312
2008-02-06 36.996511
2008-02-07 37.16661
2008-02-08 36.783887
2008-02-11 37.294183
2008-02-12 37.634382
2008-02-13 38.187205
2008-02-14 37.421758
2008-02-15 37.591858
2008-02-19 38.059629
2008-02-20 38.187205
2008-02-21 37.676906
2008-02-22 37.642885
2008-02-25 38.144677
2008-02-26 38.272253
2008-02-27 38.357301
2008-02-28 38.6975
2008-02-29 38.314777
2008-03-03 39.547994
2008-03-04 39.173778
2008-03-05 39.67557
2008-03-06 39.462946
2008-03-07 39.633043
2008-03-10 40.143341
2008-03-11 40.823736
2008-03-12 41.206459
2008-03-13 41.759279
2008-03-14 41.920875
2008-03-17 44.608437
2008-03-18 47.074869
2008-03-19 47.33002
2008-03-20 47.415069
2008-03-24 47.670216
2008-03-25 48.988482
2008-03-26 50.179176
2008-03-27 48.988482
2008-03-28 48.903434
2008-03-31 49.541305
2008-04-01 48.478187
2008-04-02 47.755268
2008-04-03 48.010415
2008-04-04 49.413729
2008-04-07 49.413729
2008-04-08 49.498781
2008-04-09 49.583829
2008-04-10 48.818386
2008-04-11 48.605762
2008-04-14 48.180515
2008-04-15 48.265563
2008-04-16 50.604423
2008-04-17 49.753928
2008-04-18 49.498781
2008-04-21 50.349275
2008-04-22 52.027725
2008-04-23 50.78284
2008-04-24 49.666731
2008-04-25 48.93697
2008-04-28 49.194533
2008-04-29 50.396495
2008-04-30 50.396495
2008-05-01 50.78284
2008-05-02 49.967223
2008-05-05 50.396495
2008-05-06 50.138932
2008-05-07 48.464772
2008-05-08 49.83844
2008-05-09 49.769758
2008-05-12 50.181859
2008-05-13 49.795514
2008-05-14 50.138932
2008-05-15 50.138932
2008-05-16 51.770163
2008-05-19 51.255038
2008-05-20 50.825766
2008-05-21 49.795514
2008-05-22 49.752587
2008-05-23 49.108679
2008-05-27 48.979897
2008-05-28 48.885456
2008-05-29 47.949644
2008-05-30 47.26281
2008-06-02 46.318414
2008-06-03 45.58865
2008-06-04 45.288161
2008-06-05 46.275487
2008-06-06 45.760359
2008-06-09 47.176957
2008-06-10 47.13403
2008-06-11 46.490123
2008-06-12 46.069435
2008-06-13 45.932068
2008-06-16 46.387095
2008-06-17 48.20721
2008-06-18 48.121353
2008-06-19 49.065753
2008-06-20 49.022823
2008-06-23 49.022823
2008-06-24 47.820864
2008-06-25 49.237459
2008-06-26 47.606229
2008-06-27 48.765261
2008-06-30 49.409168
2008-07-01 49.151606
2008-07-02 48.593552
2008-07-03 48.20721
2008-07-07 47.219884
2008-07-08 46.747685
2008-07-09 45.932068
2008-07-10 45.803286
2008-07-11 46.232557
2008-07-14 46.215389
2008-07-15 47.477446
2008-07-16 51.426747
2008-07-17 50.825766
2008-07-18 51.212111
2008-07-21 52.027725
2008-07-22 53.31554
2008-07-23 56.492154
2008-07-24 54.337209
2008-07-25 55.616436
2008-07-28 55.977023
2008-07-29 56.62093
2008-07-30 55.633611
2008-07-31 54.517502
2008-08-01 52.199434
2008-08-04 51.383817
2008-08-05 53.057978
2008-08-06 52.560024
2008-08-07 52.070655
2008-08-08 51.856019
2008-08-11 52.113581
2008-08-12 53.830668
2008-08-13 53.015051
2008-08-14 52.757489
2008-08-15 51.564114
2008-08-18 50.911619
2008-08-19 51.126255
2008-08-20 51.134842
2008-08-21 51.083329
2008-08-22 51.555527
2008-08-25 50.868693
2008-08-26 51.5126
2008-08-27 51.255038
2008-08-28 51.984798
2008-08-29 51.074745
2008-09-02 51.280793
2008-09-03 51.169182
2008-09-04 49.022823
2008-09-05 48.250136
2008-09-08 48.593552
2008-09-09 48.722334
2008-09-10 49.795514
2008-09-11 51.255038
2008-09-12 52.027725
2008-09-15 50.654057
2008-09-16 55.358877
2008-09-17 57.522404
2008-09-18 74.882151
2008-09-19 64.39075
2008-09-22 69.928352
2008-09-23 67.45575
2008-09-24 63.231718
2008-09-25 64.133185
2008-09-26 64.734169
2008-09-29 64.39075
2008-09-30 68.314293
2008-10-01 65.764418
2008-10-02 61.77219
2008-10-03 64.261967
2008-10-06 68.039559
2008-10-07 65.249294
2008-10-08 67.146674
2008-10-09 68.254195
2008-10-10 76.624993
2008-10-13 84.99579
2008-10-14 81.707568
2008-10-15 87.786056
2008-10-16 92.937316
2008-10-17 81.776253
2008-10-20 63.961479
2008-10-21 52.070655
2008-10-22 52.534266
2008-10-23 49.357658
2008-10-24 45.717433
2008-10-27 101.308114
2008-10-28 188.450262
2008-10-29 113.32772
2008-10-30 110.022323
2008-10-31 104.742287
2008-11-03 83.707975
2008-11-04 89.846561
2008-11-05 88.421376
2008-11-06 86.712877
2008-11-07 87.786056
2008-11-10 83.707975
2008-11-11 86.833073
2008-11-12 82.634796
2008-11-13 89.288507
2008-11-14 85.854334
2008-11-17 79.415259
2008-11-18 81.561617
2008-11-19 80.059166
2008-11-20 71.851494
2008-11-21 76.839629
2008-11-24 70.529336
2008-11-25 58.338017
2008-11-26 64.004408
2008-11-28 59.110707
2008-12-01 57.178985
2008-12-02 64.39075
2008-12-03 61.729267
2008-12-04 65.249294
2008-12-05 62.029756
2008-12-08 64.399337
2008-12-09 66.580038
2008-12-10 69.370304
2008-12-11 69.112739
2008-12-12 70.100065
2008-12-15 71.259097
2008-12-16 77.183047
2008-12-17 75.757862
2008-12-18 72.589842
2008-12-19 66.279543
2008-12-22 63.274641
2008-12-23 61.600484
2008-12-24 63.231718
2008-12-26 61.643414
2008-12-29 60.312669
2008-12-30 61.128283
2008-12-31 61.428778
2009-01-02 61.600484
2009-01-05 60.656088
2009-01-06 67.481505
2009-01-07 68.468831
2009-01-08 70.57226
2009-01-09 64.905875
2009-01-12 60.312669
2009-01-13 55.590681
2009-01-14 54.646285
2009-01-15 54.517502
2009-01-16 55.075556
2009-01-20 52.36256
2009-01-21 53.658959
2009-01-22 52.989296
2009-01-23 52.542853
2009-01-26 56.277518
2009-01-27 60.312669
2009-01-28 60.699011
2009-01-29 55.9341
2009-01-30 55.35029
2009-02-02 56.62093
2009-02-03 58.4668
2009-02-04 58.252164
2009-02-05 57.994605
2009-02-06 59.19656
2009-02-09 60.870724
2009-02-10 59.926328
2009-02-11 59.539979
2009-02-12 55.461898
2009-02-13 54.586187
2009-02-17 50.945962
2009-02-18 50.696983
2009-02-19 50.654057
2009-02-20 49.185949
2009-02-23 46.36134
2009-02-24 46.232557
2009-02-25 43.665515
2009-02-26 43.442292
2009-02-27 42.068623
2009-03-02 39.999534
2009-03-03 41.459059
2009-03-04 44.223566
2009-03-05 43.78571
2009-03-06 43.794294
2009-03-09 44.764449
2009-03-10 45.45987
2009-03-11 46.146704
2009-03-12 46.747685
2009-03-13 47.520372
2009-03-16 48.026913
2009-03-17 48.078427
2009-03-18 49.237459
2009-03-19 49.452095
2009-03-20 48.722334
2009-03-23 49.881367
2009-03-24 50.482348
2009-03-25 54.174083
2009-03-26 59.067784
2009-03-27 56.835566
2009-03-30 53.401396
2009-03-31 52.714562
2009-04-01 53.530176
2009-04-02 55.461898
2009-04-03 54.903847
2009-04-06 54.569016
2009-04-07 53.573106
2009-04-08 53.538763
2009-04-09 53.401396
2009-04-13 54.903847
2009-04-14 55.9341
2009-04-15 55.676534
2009-04-16 54.071059
2009-04-17 55.333115
2009-04-20 52.199434
2009-04-21 52.792266
2009-04-22 53.675022
2009-04-23 54.52316
2009-04-24 54.748175
2009-04-27 55.388607
2009-04-28 56.080967
2009-04-29 55.951149
2009-04-30 54.938574
2009-05-01 55.085702
2009-05-04 54.52316
2009-05-05 54.090437
2009-05-06 53.069209
2009-05-07 53.57117
2009-05-08 55.258789
2009-05-11 54.42796
2009-05-12 54.211599
2009-05-13 52.93939
2009-05-14 52.238381
2009-05-15 51.537367
2009-05-18 52.575904
2009-05-19 52.33358
2009-05-20 51.840276
2009-05-21 53.450004
2009-05-22 53.683675
2009-05-26 53.666366
2009-05-27 51.061372
2009-05-28 51.321006
2009-05-29 51.537367
2009-06-01 55.829987
2009-06-02 62.658363
2009-06-03 58.417671
2009-06-04 60.451471
2009-06-05 57.984948
2009-06-08 59.724498
2009-06-09 61.879459
2009-06-10 61.143831
2009-06-11 62.459307
2009-06-12 59.785079
2009-06-15 56.929102
2009-06-16 55.907874
2009-06-17 57.119501
2009-06-18 55.466494
2009-06-19 54.514507
2009-06-22 53.276918
2009-06-23 55.033774
2009-06-24 58.80712
2009-06-25 59.412937
2009-06-26 60.676489
2009-06-29 61.230374
2009-06-30 59.110032
2009-07-01 60.538014
2009-07-02 55.561694
2009-07-06 54.817412
2009-07-07 52.489361
2009-07-08 52.056637
2009-07-09 52.792266
2009-07-10 51.90951
2009-07-13 53.008628
2009-07-14 56.124236
2009-07-15 61.957346
2009-07-16 62.104477
2009-07-17 60.970737
2009-07-20 57.820511
2009-07-21 60.693795
2009-07-22 62.260258
2009-07-23 62.372764
2009-07-24 64.908524
2009-07-27 62.312183
2009-07-28 62.537201
2009-07-29 59.196575
2009-07-30 62.528545
2009-07-31 62.779525
2009-08-03 63.826715
2009-08-04 62.312183
2009-08-05 59.231194
2009-08-06 59.283118
2009-08-07 62.303527
2009-08-10 57.457025
2009-08-11 55.241483
2009-08-12 55.431882
2009-08-13 56.297329
2009-08-14 47.642856
2009-08-17 42.233812
2009-08-18 41.584727
2009-08-19 35.924703
2009-08-20 35.483326
2009-08-21 38.252757
2009-08-24 36.729569
2009-08-25 35.786231
2009-08-26 34.539989
2009-08-27 35.050603
2009-08-28 33.622614
2009-08-31 33.665889
2009-09-01 30.463735
2009-09-02 31.684015
2009-09-03 30.59355
2009-09-04 30.204101
2009-09-08 30.636825
2009-09-09 30.550278
2009-09-10 31.28591
2009-09-11 32.2379
2009-09-14 31.675358
2009-09-15 31.225329
2009-09-16 31.502272
2009-09-17 30.809911
2009-09-18 29.035746
2009-09-21 28.291461
2009-09-22 28.879965
2009-09-23 27.910665
2009-09-24 28.075099
2009-09-25 27.685649
2009-09-28 28.732841
2009-09-29 29.001127
2009-09-30 28.758803
2009-10-01 27.486596
2009-10-02 27.997209
2009-10-05 29.373269
2009-10-06 29.468469
2009-10-07 28.741494
2009-10-08 29.208836
2009-10-09 28.646294
2009-10-12 29.589631
2009-10-13 29.684831
2009-10-14 29.780031
2009-10-15 30.905111
2009-10-16 30.117554
2009-10-19 31.208019
2009-10-20 30.507006
2009-10-21 30.212754
2009-10-22 30.290644
2009-10-23 30.082936
2009-10-26 29.373269
2009-10-27 28.291461
2009-10-28 28.343389
2009-10-29 28.810731
2009-10-30 28.40397
2009-11-02 28.21357
2009-11-03 27.071182
2009-11-04 27.35678
2009-11-05 27.564487
2009-11-06 28.300117
2009-11-09 28.767459
2009-11-10 26.716349
2009-11-11 27.209654
2009-11-12 25.271053
2009-11-13 24.838329
2009-11-16 25.184508
2009-11-17 25.149889
2009-11-18 24.950837
2009-11-19 24.708511
2009-11-20 24.08539
2009-11-23 24.422913
2009-11-24 23.323797
2009-11-25 22.8478
2009-11-27 22.588167
2009-11-30 21.592903
2009-12-01 21.333268
2009-12-02 20.554366
2009-12-03 20.987089
2009-12-04 20.736109
2009-12-07 20.900544
2009-12-08 20.095678
2009-12-09 20.320695
2009-12-10 20.355313
2009-12-11 20.813999
2009-12-14 20.684183
2009-12-15 20.251459
2009-12-16 20.48513
2009-12-17 19.991826
2009-12-18 18.996562
2009-12-21 18.520565
2009-12-22 18.693655
2009-12-23 18.996562
2009-12-24 19.34274
2009-12-28 19.178305
2009-12-29 19.299467
2009-12-30 19.351395
2009-12-31 19.34274
2010-01-04 18.60711
2010-01-05 18.736927
2010-01-06 18.60711
2010-01-07 19.039834
2010-01-08 19.429285
2010-01-11 19.386012
2010-01-12 19.083105
2010-01-13 18.910017
2010-01-14 18.693655
2010-01-15 18.60711
2010-01-19 18.04457
2010-01-20 17.914753
2010-01-21 17.30894
2010-01-22 16.962761
2010-01-25 16.711781
2010-01-26 16.832945
2010-01-27 16.270403
2010-01-28 15.552082
2010-01-29 15.404956
2010-02-01 16.183859
2010-02-02 16.313676
2010-02-03 16.573309
2010-02-04 15.924224
2010-02-05 15.275139
2010-02-08 15.015506
2010-02-09 15.318412
2010-02-10 15.448229
2010-02-11 14.972232
2010-02-12 14.75587
2010-02-16 15.249177
2010-02-17 15.231867
2010-02-18 15.275139
2010-02-19 14.885689
2010-02-22 15.474191
2010-02-23 15.145322
2010-02-24 15.448229
2010-02-25 15.231867
2010-02-26 15.231867
2010-03-01 15.188594
2010-03-02 15.491501
2010-03-03 16.036733
2010-03-04 15.751136
2010-03-05 16.893526
2010-03-08 16.806981
2010-03-09 16.530038
2010-03-10 16.616583
2010-03-11 17.611846
2010-03-12 18.131115
2010-03-15 17.707045
2010-03-16 18.217658
2010-03-17 18.183041
2010-03-18 17.741663
2010-03-19 17.828208
2010-03-22 17.992644
2010-03-23 17.179123
2010-03-24 16.530038
2010-03-25 16.356948
2010-03-26 16.815635
2010-03-29 17.006033
2010-03-30 16.876216
2010-03-31 16.962761
2010-04-01 17.30894
2010-04-05 17.222395
2010-04-06 17.438756
2010-04-07 17.092578
2010-04-08 16.876216
2010-04-09 16.746399
2010-04-12 16.876216
2010-04-13 17.30894
2010-04-14 17.525301
2010-04-15 17.525301
2010-04-16 17.525301
2010-04-19 17.395485
2010-04-20 17.647593
2010-04-21 17.868741
2010-04-22 17.868741
2010-04-23 17.780281
2010-04-26 18.178346
2010-04-27 17.161067
2010-04-28 16.858773
2010-04-29 17.350673
2010-04-30 17.171801
2010-05-03 16.992927
2010-05-04 16.259549
2010-05-05 15.633493
2010-05-06 14.846453
2010-05-07 14.855396
2010-05-10 15.696098
2010-05-11 15.65138
2010-05-12 15.991238
2010-05-13 15.705042
2010-05-14 15.418845
2010-05-17 15.320465
2010-05-18 15.293635
2010-05-19 15.132649
2010-05-20 14.819621
2010-05-21 15.18631
2010-05-24 15.123705
2010-05-25 14.667579
2010-05-26 14.774904
2010-05-27 15.302579
2010-05-28 15.248916
2010-06-01 15.338352
2010-06-02 15.427789
2010-06-03 15.383072
2010-06-04 14.533425
2010-06-07 14.479763
2010-06-08 14.542369
2010-06-09 14.274059
2010-06-10 15.248916
2010-06-11 15.248916
2010-06-14 15.239974
2010-06-15 15.606663
2010-06-16 15.463565
2010-06-17 16.098563
2010-06-18 16.232717
2010-06-21 16.232717
2010-06-22 15.883915
2010-06-23 16.089619
2010-06-24 15.857084
2010-06-25 15.82131
2010-06-28 15.72293
2010-06-29 15.338352
2010-06-30 15.338352
2010-07-01 15.561944
2010-07-02 15.472507
2010-07-06 15.696098
2010-07-07 15.946521
2010-07-08 16.089619
2010-07-09 15.919689
2010-07-12 16.009126
2010-07-13 16.769336
2010-07-14 16.635182
2010-07-15 16.65307
2010-07-16 16.679899
2010-07-19 16.679899
2010-07-20 16.644126
2010-07-21 16.590463
2010-07-22 17.082364
2010-07-23 17.350673
2010-07-26 17.109194
2010-07-27 17.028703
2010-07-28 16.814054
2010-07-29 17.082364
2010-07-30 17.082364
2010-08-02 17.27018
2010-08-03 17.189687
2010-08-04 17.180743
2010-08-05 17.216518
2010-08-06 17.252294
2010-08-09 17.189687
2010-08-10 17.127082
2010-08-11 16.536801
2010-08-12 16.635182
2010-08-13 16.420535
2010-08-16 16.402647
2010-08-17 16.679899
2010-08-18 16.814054
2010-08-19 16.679899
2010-08-20 16.447364
2010-08-23 16.545745
2010-08-24 16.134338
2010-08-25 15.901803
2010-08-26 15.991238
2010-08-27 16.357929
2010-08-30 16.277436
2010-08-31 16.322154
2010-09-01 16.760392
2010-09-02 16.930322
2010-09-03 16.94821
2010-09-07 16.60835
2010-09-08 16.77828
2010-09-09 17.028703
2010-09-10 17.627925
2010-09-13 18.20032
2010-09-14 18.379192
2010-09-15 18.361306
2010-09-16 18.575953
2010-09-17 18.647502
2010-09-20 18.888981
2010-09-21 19.264614
2010-09-22 19.228839
2010-09-23 18.781657
2010-09-24 19.586584
2010-09-27 19.57764
2010-09-28 19.720739
2010-09-29 19.94433
2010-09-30 19.765458
2010-10-01 19.45243
2010-10-04 18.575953
2010-10-05 19.121514
2010-10-06 19.139402
2010-10-07 19.684965
2010-10-08 19.980105
2010-10-11 20.024823
2010-10-12 20.436231
2010-10-13 20.543554
2010-10-14 20.767145
2010-10-15 20.659822
2010-10-18 20.570386
2010-10-19 19.667077
2010-10-20 20.078486
2010-10-21 20.659822
2010-10-22 21.688341
2010-10-25 22.71686
2010-10-26 22.627424
2010-10-27 22.71686
2010-10-28 23.494958
2010-10-29 23.915309
2010-11-01 23.468127
2010-11-02 23.655944
2010-11-03 24.192562
2010-11-04 24.7739
2010-11-05 24.711293
2010-11-08 24.60397
2010-11-09 24.7739
2010-11-10 24.50559
2010-11-11 24.416153
2010-11-12 24.7739
2010-11-15 25.086926
2010-11-16 24.863335
2010-11-17 25.024321
2010-11-18 26.160164
2010-11-19 26.49108
2010-11-22 26.473192
2010-11-23 25.015377
2010-11-24 25.578828
2010-11-26 25.39101
2010-11-29 24.657632
2010-11-30 24.371435
2010-12-01 25.936573
2010-12-02 26.705727
2010-12-03 27.510655
2010-12-06 28.226146
2010-12-07 28.127767
2010-12-08 27.099247
2010-12-09 26.204882
2010-12-10 27.260232
2010-12-13 28.270865
2010-12-14 27.725302
2010-12-15 27.072417
2010-12-16 26.929319
2010-12-17 26.508966
2010-12-20 26.589459
2010-12-21 27.054529
2010-12-22 26.750445
2010-12-23 26.464249
2010-12-27 25.113758
2010-12-28 24.872279
2010-12-29 25.543052
2010-12-30 25.373124
2010-12-31 25.534109
2011-01-03 26.884599
2011-01-04 27.188683
2011-01-05 26.562629
2011-01-06 26.249601
2011-01-07 26.893543
2011-01-10 26.821994
2011-01-11 27.671641
2011-01-12 27.74319
2011-01-13 27.680585
2011-01-14 28.136709
2011-01-18 28.396076
2011-01-19 27.922062
2011-01-20 27.47488
2011-01-21 27.233403
2011-01-24 26.866713
2011-01-25 26.830938
2011-01-26 27.689527
2011-01-27 27.555373
2011-01-28 27.233403
2011-01-31 27.349669
2011-02-01 27.591148
2011-02-02 27.054529
2011-02-03 26.258545
2011-02-04 26.78622
2011-02-07 27.036641
2011-02-08 27.948894
2011-02-09 28.074104
2011-02-10 28.047274
2011-02-11 28.351358
2011-02-14 28.297695
2011-02-15 27.626922
2011-02-16 27.689527
2011-02-17 27.439106
2011-02-18 27.591148
2011-02-22 27.000868
2011-02-23 26.678896
2011-02-24 25.820307
2011-02-25 26.929319
2011-02-28 27.143966
2011-03-01 26.857769
2011-03-02 26.714671
2011-03-03 27.072417
2011-03-04 26.607347
2011-03-07 26.49108
2011-03-08 27.260232
2011-03-09 27.143966
2011-03-10 25.820307
2011-03-11 26.276431
2011-03-14 26.186996
2011-03-15 26.249601
2011-03-16 24.684463
2011-03-17 25.56094
2011-03-18 25.578828
2011-03-21 26.723613
2011-03-22 26.312206
2011-03-23 25.927629
2011-03-24 26.661008
2011-03-25 26.473192
2011-03-28 26.258545
2011-03-29 26.383756
2011-03-30 27.600092
2011-03-31 27.456994
2011-04-01 27.358613
2011-04-04 28.020443
2011-04-05 28.100936
2011-04-06 28.279809
2011-04-07 27.27812
2011-04-08 27.385445
2011-04-11 26.768333
2011-04-12 26.356924
2011-04-13 26.598403
2011-04-14 27.135022
2011-04-15 27.000868
2011-04-18 26.160164
2011-04-19 26.830938
2011-04-20 28.5034
2011-04-21 28.798541
2011-04-25 28.843258
2011-04-26 29.353046
2011-04-27 31.240156
2011-04-28 31.678392
2011-04-29 31.959585
2011-05-02 32.332689
2011-05-03 32.432791
2011-05-04 31.531882
2011-05-05 30.940374
2011-05-06 31.058676
2011-05-09 31.031373
2011-05-10 31.340777
2011-05-11 30.63097
2011-05-12 30.667371
2011-05-13 30.248767
2011-05-16 30.285165
2011-05-17 29.921162
2011-05-18 29.793761
2011-05-19 30.057662
2011-05-20 29.384256
2011-05-23 28.483343
2011-05-24 28.556144
2011-05-25 28.883749
2011-05-26 29.247753
2011-05-27 29.748258
2011-05-31 30.52177
2011-06-01 30.63097
2011-06-02 30.867571
2011-06-03 30.949472
2011-06-06 30.212366
2011-06-07 30.030363
2011-06-08 30.139563
2011-06-09 31.30438
2011-06-10 30.822071
2011-06-13 30.621871
2011-06-14 31.031373
2011-06-15 30.175964
2011-06-16 30.084965
2011-06-17 31.076877
2011-06-20 31.513682
2011-06-21 32.387291
2011-06-22 31.595583
2011-06-23 31.358978
2011-06-24 31.732082
2011-06-27 32.723994
2011-06-28 33.215401
2011-06-29 33.388302
2011-06-30 33.515707
2011-07-01 33.943409
2011-07-05 34.216412
2011-07-06 34.453017
2011-07-07 35.408528
2011-07-08 34.798822
2011-07-11 33.251803
2011-07-12 33.306401
2011-07-13 34.307415
2011-07-14 34.125412
2011-07-15 35.281127
2011-07-18 34.507615
2011-07-19 35.290225
2011-07-20 35.281127
2011-07-21 35.335729
2011-07-22 35.63603
2011-07-25 35.763431
2011-07-26 35.208324
2011-07-27 34.716921
2011-07-28 33.670407
2011-07-29 33.379204
2011-08-01 33.106201
2011-08-02 31.395379
2011-08-03 30.530868
2011-08-04 28.20124
2011-08-05 29.047551
2011-08-08 26.117316
2011-08-09 27.791737
2011-08-10 26.48132
2011-08-11 28.255841
2011-08-12 28.883749
