"Index" "VLKAY.Adjusted"
2016-04-04 28.066024
2016-04-05 27.186774
2016-04-06 27.586434
2016-04-07 27.206758
2016-04-08 27.276698
2016-04-11 27.666366
2016-04-12 27.796254
2016-04-13 28.415726
2016-04-14 28.765428
2016-04-15 28.066024
2016-04-18 28.285836
2016-04-19 29.195059
2016-04-20 30.923584
2016-04-21 31.123412
2016-04-22 30.70377
2016-04-25 30.284129
2016-04-26 30.873625
2016-04-27 32.032637
2016-04-28 31.662952
2016-04-29 31.892755
2016-05-02 31.692925
2016-05-03 30.83366
2016-05-04 30.164232
2016-05-05 29.614701
2016-05-06 30.304112
2016-05-09 30.623839
2016-05-10 31.682933
2016-05-11 31.31325
2016-05-12 30.9036
2016-05-13 30.503942
2016-05-16 30.463975
2016-05-17 29.824522
2016-05-18 30.034342
2016-05-19 30.214189
2016-05-20 30.22418
2016-05-23 29.994377
2016-05-24 30.49395
2016-05-25 30.793694
2016-05-26 31.103429
2016-05-27 31.04348
2016-05-31 30.843652
2016-06-01 30.76372
2016-06-02 31.323242
2016-06-03 30.733745
2016-06-06 31.203344
2016-06-07 31.473114
2016-06-08 31.103429
2016-06-09 30.424011
2016-06-10 29.714616
2016-06-13 28.885324
2016-06-14 29.444846
2016-06-15 28.915299
2016-06-16 28.605562
2016-06-17 29.265001
2016-06-20 30.17
2016-06-21 29.799999
2016-06-22 29.200001
2016-06-23 30.82
2016-06-24 28.709999
2016-06-27 26.860001
2016-06-28 28.25
2016-06-29 27.01
2016-06-30 27.049999
2016-07-01 27.969999
2016-07-05 26.6
2016-07-06 26.440001
2016-07-07 26.030001
2016-07-08 26.860001
2016-07-11 27.26
2016-07-12 28.120001
2016-07-13 27.83
2016-07-14 28.370001
2016-07-15 28.34
2016-07-18 28.25
2016-07-19 28.01
2016-07-20 28.75
2016-07-21 28.68
2016-07-22 28.719999
2016-07-25 28.870001
2016-07-26 29.139999
2016-07-27 29.92
2016-07-28 29.23
2016-07-29 29.58
2016-08-01 29.299999
2016-08-02 28.6
2016-08-03 28.290001
2016-08-04 28.67
2016-08-05 29.16
2016-08-08 28.940001
2016-08-09 29.5
2016-08-10 29.73
2016-08-11 29.84
2016-08-12 29.370001
2016-08-15 29.82
2016-08-16 29.309999
2016-08-17 29.08
2016-08-18 29.16
2016-08-19 29
2016-08-22 28.889999
2016-08-23 29.290001
2016-08-24 29.049999
2016-08-25 28.620001
2016-08-26 28.9
2016-08-29 28.700001
2016-08-30 29.120001
2016-08-31 29.01
2016-09-01 29.17
2016-09-02 29.35
2016-09-06 29.52
2016-09-07 29.940001
2016-09-08 29.66
2016-09-09 29.27
2016-09-12 29.620001
2016-09-13 29.209999
2016-09-14 29.129999
2016-09-15 29.280001
2016-09-16 28.440001
2016-09-19 28.719999
2016-09-20 28.52
2016-09-21 28.879999
2016-09-22 29.23
2016-09-23 28.940001
2016-09-26 28.41
2016-09-27 27.860001
2016-09-28 28.549999
2016-09-29 28.049999
2016-09-30 28.91
2016-10-03 28.5
2016-10-04 28.959999
2016-10-05 29.440001
2016-10-06 29.33
2016-10-07 29.24
2016-10-10 29.65
2016-10-11 29.200001
2016-10-12 29.08
2016-10-13 28.92
2016-10-14 29.01
2016-10-17 28.77
2016-10-18 28.84
2016-10-19 29.08
2016-10-20 29.379999
2016-10-21 29.120001
2016-10-24 29.35
2016-10-25 29.15
2016-10-26 29.17
2016-10-27 29.299999
2016-10-28 29.48
2016-10-31 29.75
2016-11-01 29.34
