"Index" "F.Adjusted"
2016-03-29 12.079201
2016-03-30 12.216466
2016-03-31 12.353729
2016-04-01 11.987693
2016-04-04 11.713164
2016-04-05 11.685714
2016-04-06 11.731466
2016-04-07 11.45694
2016-04-08 11.484392
2016-04-11 11.585052
2016-04-12 11.722316
2016-04-13 11.951088
2016-04-14 11.978541
2016-04-15 11.841277
2016-04-18 12.124955
2016-04-19 12.298822
2016-04-20 12.481842
2016-04-21 12.490993
2016-04-22 12.454388
2016-04-25 12.426935
2016-04-26 12.582501
2016-04-27 12.63801
2016-04-28 13.035841
2016-04-29 12.545495
2016-05-02 12.601004
2016-05-03 12.42522
2016-05-04 12.314198
2016-05-05 12.323449
2016-05-06 12.43447
2016-05-09 12.323449
2016-05-10 12.480731
2016-05-11 12.323449
2016-05-12 12.351206
2016-05-13 12.23093
2016-05-16 12.323449
2016-05-17 12.156916
2016-05-18 12.17542
2016-05-19 12.110658
2016-05-20 12.203176
2016-05-23 12.147666
2016-05-24 12.295693
2016-05-25 12.508487
2016-05-26 12.452976
2016-05-27 12.443724
2016-05-31 12.480731
2016-06-01 12.129161
2016-06-02 12.221679
2016-06-03 12.064398
2016-06-06 12.193923
2016-06-07 12.378961
2016-06-08 12.360456
2016-06-09 12.267941
2016-06-10 12.119909
2016-06-13 12.008887
2016-06-14 11.879361
2016-06-15 12.036643
2016-06-16 12.138412
2016-06-17 12.267941
2016-06-20 12.415968
2016-06-21 12.23093
2016-06-22 12.193923
2016-06-23 12.397464
2016-06-24 11.583302
2016-06-27 11.250237
2016-06-28 11.463029
2016-06-29 11.611058
2016-06-30 11.629562
2016-07-01 11.768341
2016-07-05 11.472281
2016-07-06 11.629562
2016-07-07 11.796095
2016-07-08 12.110658
2016-07-11 12.277191
2016-07-12 12.443724
2016-07-13 12.471478
2016-07-14 12.573249
2016-07-15 12.554746
2016-07-18 12.628759
2016-07-19 12.628759
2016-07-20 12.712027
2016-07-21 12.878559
2016-07-22 12.804545
2016-07-25 12.795293
2016-07-26 12.963651
2016-07-27 12.944945
2016-07-28 11.888023
2016-07-29 11.841258
2016-08-01 11.672898
2016-08-02 11.167822
2016-08-03 11.345533
2016-08-04 11.298767
2016-08-05 11.401652
2016-08-08 11.392302
2016-08-09 11.513894
2016-08-10 11.457773
2016-08-11 11.513894
2016-08-12 11.5326
2016-08-15 11.626132
2016-08-16 11.541953
2016-08-17 11.588718
2016-08-18 11.5326
2016-08-19 11.588718
2016-08-22 11.560658
2016-08-23 11.616778
2016-08-24 11.50454
2016-08-25 11.663546
2016-08-26 11.579365
2016-08-29 11.663546
2016-08-30 11.738373
2016-08-31 11.785138
2016-09-01 11.635486
2016-09-02 11.691606
2016-09-06 11.850612
2016-09-07 11.878671
2016-09-08 11.90673
2016-09-09 11.579365
2016-09-12 11.878671
2016-09-13 11.579365
2016-09-14 11.354888
2016-09-15 11.326826
2016-09-16 11.326826
2016-09-19 11.326826
2016-09-20 11.223941
2016-09-21 11.308121
2016-09-22 11.392302
2016-09-23 11.382947
2016-09-26 11.233294
2016-09-27 11.205235
2016-09-28 11.308121
2016-09-29 11.195882
2016-09-30 11.289414
2016-10-03 11.317474
2016-10-04 11.411007
2016-10-05 11.672898
2016-10-06 11.588718
2016-10-07 11.495187
2016-10-10 11.336181
2016-10-11 11.214589
2016-10-12 11.186528
2016-10-13 11.139762
2016-10-14 11.139762
2016-10-17 11.111701
2016-10-18 11.121056
2016-10-19 11.233294
2016-10-20 11.195882
2016-10-21 11.242647
2016-10-24 11.401652
2016-10-25 11.221727
2016-10-26 11.250136
2016-10-27 11.117558
2016-10-28 11.098619
2016-10-31 11.117558
2016-11-01 10.994452
2016-11-02 10.795585
2016-11-03 10.748238
2016-11-04 10.738767
2016-11-07 10.966042
2016-11-08 10.871344
2016-11-09 10.966042
2016-11-10 11.306953
2016-11-11 11.628929
2016-11-14 11.420594
2016-11-15 11.401652
2016-11-16 11.363774
2016-11-17 11.240666
2016-11-18 11.136499
2016-11-21 11.164908
2016-11-22 11.259607
2016-11-23 11.269075
2016-11-25 11.401652
2016-11-28 11.288016
2016-11-29 11.288016
2016-11-30 11.325895
2016-12-01 11.770975
2016-12-02 11.591049
2016-12-05 11.780445
2016-12-06 11.894083
2016-12-07 12.367574
2016-12-08 12.339165
2016-12-09 12.471742
2016-12-12 12.140299
2016-12-13 12.09295
2016-12-14 11.865673
2016-12-15 11.913024
2016-12-16 11.960372
2016-12-19 11.988781
2016-12-20 12.102418
2016-12-21 11.969843
2016-12-22 11.742565
2016-12-23 11.799386
2016-12-27 11.733097
2016-12-28 11.600519
2016-12-29 11.581578
2016-12-30 11.48688
2017-01-03 11.922493
2017-01-04 12.471742
2017-01-05 12.09295
2017-01-06 12.08348
2017-01-09 11.960372
2017-01-10 12.168709
2017-01-11 11.998252
2017-01-12 11.922493
2017-01-13 11.960372
2017-01-17 11.941432
2017-01-18 11.941432
2017-01-19 11.960677
2017-01-20 11.893319
2017-01-23 11.845209
2017-01-24 12.133881
2017-01-25 12.307085
2017-01-26 11.902943
2017-01-27 12.018413
2017-01-30 11.902943
2017-01-31 11.893319
2017-02-01 11.854831
2017-02-02 11.816341
2017-02-03 12.08577
2017-02-06 12.047279
2017-02-07 11.874076
2017-02-08 11.912566
2017-02-09 11.912566
2017-02-10 12.037657
2017-02-13 12.08577
2017-02-14 12.172371
2017-02-15 12.153127
2017-02-16 12.066525
2017-02-17 12.105014
2017-02-21 12.21086
2017-02-22 12.191616
2017-02-23 12.08577
2017-02-24 11.999167
2017-02-27 12.181993
2017-02-28 12.056902
2017-03-01 12.21086
2017-03-02 12.181993
2017-03-03 12.172371
2017-03-06 12.047279
2017-03-07 11.989545
2017-03-08 12.056902
2017-03-09 12.028034
2017-03-10 12.056902
2017-03-13 12.066525
2017-03-14 12.076147
2017-03-15 12.172371
2017-03-16 12.220484
2017-03-17 12.008789
2017-03-20 11.816341
2017-03-21 11.277486
2017-03-22 11.325597
2017-03-23 11.229373
2017-03-24 11.181261
2017-03-27 11.027302
2017-03-28 11.210128
2017-03-29 11.238996
2017-03-30 11.238996
2017-03-31 11.200506
2017-04-03 11.008057
2017-04-04 10.940701
2017-04-05 10.834854
2017-04-06 10.844477
2017-04-07 10.805985
2017-04-10 10.825231
2017-04-11 10.854098
2017-04-12 10.805985
2017-04-13 10.690516
2017-04-17 10.854098
2017-04-18 10.863851
2017-04-19 10.912611
2017-04-20 11.18567
2017-04-21 11.058892
2017-04-24 11.146662
2017-04-25 11.195421
2017-04-26 11.312448
2017-04-27 11.18567
2017-04-28 11.18567
2017-05-01 11.136909
2017-05-02 10.649303
2017-05-03 10.795585
2017-05-04 10.727321
2017-05-05 10.863851
2017-05-08 10.854098
2017-05-09 10.883355
2017-05-10 10.766329
2017-05-11 10.737073
2017-05-12 10.649303
2017-05-15 10.668808
2017-05-16 10.668808
2017-05-17 10.493271
2017-05-18 10.522527
2017-05-19 10.600543
2017-05-22 10.824841
2017-05-23 10.776081
2017-05-24 10.688313
2017-05-25 10.590791
2017-05-26 10.659056
2017-05-30 10.805337
2017-05-31 10.844345
2017-06-01 11.127157
2017-06-02 11.068645
2017-06-05 10.971124
2017-06-06 10.844345
2017-06-07 10.795585
2017-06-08 10.824841
2017-06-09 10.854098
2017-06-12 11.00038
2017-06-13 10.990628
2017-06-14 10.941868
2017-06-15 10.961371
2017-06-16 10.941868
2017-06-19 10.961371
2017-06-20 10.844345
2017-06-21 10.766329
2017-06-22 10.854098
2017-06-23 10.766329
2017-06-26 10.90286
2017-06-27 10.805337
2017-06-28 10.815089
2017-06-29 10.893107
2017-06-30 10.912611
2017-07-03 11.273439
2017-07-05 11.019884
2017-07-06 10.90286
2017-07-07 10.980876
2017-07-10 11.058892
2017-07-11 11.0979
2017-07-12 11.18567
2017-07-13 11.312448
2017-07-14 11.390465
2017-07-17 11.448977
2017-07-18 11.458729
2017-07-19 11.536745
2017-07-20 11.5565
2017-07-21 11.388585
2017-07-24 11.151529
2017-07-25 11.131775
2017-07-26 10.924351
2017-07-27 11.042879
2017-07-28 11.033001
2017-07-31 11.082388
2017-08-01 10.815699
2017-08-02 10.865086
2017-08-03 10.795945
2017-08-04 10.815699
2017-08-07 10.786067
2017-08-08 10.756435
2017-08-09 10.786067
2017-08-10 10.637907
2017-08-11 10.637907
2017-08-14 10.77619
2017-08-15 10.707048
2017-08-16 10.66754
2017-08-17 10.509501
2017-08-18 10.430483
2017-08-21 10.44036
2017-08-22 10.519379
2017-08-23 10.578643
2017-08-24 10.578643
2017-08-25 10.687293
2017-08-28 10.657661
2017-08-29 10.707048
2017-08-30 10.805821
2017-08-31 10.894718
2017-09-01 11.210793
2017-09-05 11.220671
2017-09-06 11.358953
2017-09-07 11.26018
2017-09-08 11.220671
2017-09-11 11.270058
2017-09-12 11.44785
2017-09-13 11.477482
2017-09-14 11.418218
2017-09-15 11.477482
2017-09-18 11.487359
2017-09-19 11.576256
2017-09-20 11.566378
2017-09-21 11.576256
2017-09-22 11.694783
2017-09-25 11.793556
2017-09-26 11.78368
2017-09-27 11.803434
2017-09-28 11.813312
2017-09-29 11.82319
2017-10-02 11.941717
2017-10-03 12.188651
2017-10-04 12.149142
2017-10-05 12.099755
2017-10-06 12.159019
2017-10-09 12.188651
2017-10-10 12.238038
2017-10-11 12.228161
2017-10-12 11.971349
2017-10-13 11.902208
2017-10-16 11.971349
2017-10-17 12.11951
2017-10-18 12.04049
2017-10-19 12.08
2017-10-20 12.1
2017-10-23 12.04
2017-10-24 12.19
2017-10-25 12.04
2017-10-26 12.27
2017-10-27 12.06
2017-10-30 12.1
2017-10-31 12.27
2017-11-01 12.35
2017-11-02 12.42
2017-11-03 12.36
2017-11-06 12.33
2017-11-07 12.16
2017-11-08 12.06
2017-11-09 12.04
2017-11-10 12.01
2017-11-13 12.16
